twitter_stream_2020_01_01.tar,06-Jul-2020,03:48,2020,2.00
twitter_stream_2020_01_02.tar,06-Jul-2020,03:50,2020,2.00
twitter_stream_2020_01_03.tar,06-Jul-2020,03:50,2020,0.00
twitter_stream_2020_01_04.tar,06-Jul-2020,03:52,2020,2.10
twitter_stream_2020_01_05.tar,06-Jul-2020,03:57,2020,2.20
twitter_stream_2020_01_06.tar,06-Jul-2020,03:59,2020,2.10
twitter_stream_2020_01_07.tar,06-Jul-2020,04:00,2020,2.10
twitter_stream_2020_01_08.tar,06-Jul-2020,04:02,2020,2.10
twitter_stream_2020_01_09.tar,06-Jul-2020,04:04,2020,2.10
twitter_stream_2020_01_10.tar,06-Jul-2020,04:06,2020,2.00
twitter_stream_2020_01_11.tar,06-Jul-2020,04:08,2020,2.10
twitter_stream_2020_01_12.tar,06-Jul-2020,04:10,2020,2.10
twitter_stream_2020_01_13.tar,06-Jul-2020,04:11,2020,2.10
twitter_stream_2020_01_14.tar,06-Jul-2020,04:15,2020,2.10
twitter_stream_2020_01_15.tar,06-Jul-2020,04:18,2020,2.10
twitter_stream_2020_01_16.tar,06-Jul-2020,04:19,2020,2.00
twitter_stream_2020_01_17.tar,06-Jul-2020,04:22,2020,2.00
twitter_stream_2020_01_18.tar,06-Jul-2020,04:24,2020,2.00
twitter_stream_2020_01_19.tar,06-Jul-2020,04:26,2020,2.00
twitter_stream_2020_01_20.tar,06-Jul-2020,04:28,2020,2.00
twitter_stream_2020_01_21.tar,06-Jul-2020,04:30,2020,2.10
twitter_stream_2020_01_22.tar,06-Jul-2020,04:32,2020,2.00
twitter_stream_2020_01_23.tar,06-Jul-2020,04:35,2020,2.00
twitter_stream_2020_01_24.tar,06-Jul-2020,04:37,2020,2.00
twitter_stream_2020_01_25.tar,06-Jul-2020,04:42,2020,2.00
twitter_stream_2020_01_26.tar,06-Jul-2020,04:44,2020,2.30
twitter_stream_2020_01_27.tar,06-Jul-2020,04:46,2020,2.10
twitter_stream_2020_01_28.tar,06-Jul-2020,04:49,2020,2.10
twitter_stream_2020_01_29.tar,06-Jul-2020,04:51,2020,2.10
twitter_stream_2020_01_30.tar,06-Jul-2020,04:53,2020,2.10
twitter_stream_2020_01_31.tar,06-Jul-2020,04:56,2020,2.10
twitter_stream_2020_02_01.tar,06-Jul-2020,07:04,2020,29.70
twitter_stream_2020_02_04.tar,06-Jul-2020,07:31,2020,29.70
twitter_stream_2020_02_05.tar,06-Jul-2020,07:59,2020,29.70
twitter_stream_2020_02_06.tar,06-Jul-2020,08:23,2020,29.70
twitter_stream_2020_02_09.tar,06-Jul-2020,08:47,2020,29.70
twitter_stream_2020_02_10.tar,06-Jul-2020,09:14,2020,29.70
twitter_stream_2020_02_11.tar,06-Jul-2020,09:36,2020,29.70
twitter_stream_2020_02_14.tar,06-Jul-2020,10:08,2020,29.70
twitter_stream_2020_02_16.tar,06-Jul-2020,10:27,2020,29.70
twitter_stream_2020_02_17.tar,06-Jul-2020,10:48,2020,29.70
twitter_stream_2020_02_20.tar,06-Jul-2020,11:13,2020,29.70
twitter_stream_2020_02_21.tar,06-Jul-2020,11:37,2020,29.70
twitter_stream_2020_02_22.tar,06-Jul-2020,11:58,2020,29.70
twitter_stream_2020_02_27.tar,06-Jul-2020,12:18,2020,29.70
twitter_stream_2020_02_29.tar,06-Jul-2020,12:41,2020,29.70
twitter_stream_2020_03_01.tar,08-Jul-2020,05:50,2020,2.20
