Output directory successfully created.
Output directory successfully created.
2023-12-14 21:48:11 : 52.json.bz2 transferred
2023-12-14 21:48:12 : 47.json.bz2 transferred
2023-12-14 21:48:13 : 49.json.bz2 transferred
2023-12-14 21:48:13 : 56.json.bz2 transferred
2023-12-14 21:48:14 : 16.json.bz2 transferred
2023-12-14 21:48:15 : 02.json.bz2 transferred
2023-12-14 21:48:16 : 06.json.bz2 transferred
2023-12-14 21:48:17 : 28.json.bz2 transferred
2023-12-14 21:48:17 : 26.json.bz2 transferred
2023-12-14 21:48:18 : 51.json.bz2 transferred
2023-12-14 21:48:19 : 29.json.bz2 transferred
2023-12-14 21:48:20 : 08.json.bz2 transferred
2023-12-14 21:48:21 : 57.json.bz2 transferred
2023-12-14 21:48:21 : 12.json.bz2 transferred
2023-12-14 21:48:22 : 59.json.bz2 transferred
2023-12-14 21:48:23 : 38.json.bz2 transferred
2023-12-14 21:48:24 : 34.json.bz2 transferred
2023-12-14 21:48:24 : 55.json.bz2 transferred
2023-12-14 21:48:25 : 13.json.bz2 transferred
2023-12-14 21:48:26 : 22.json.bz2 transferred
2023-12-14 21:48:27 : 18.json.bz2 transferred
2023-12-14 21:48:27 : 04.json.bz2 transferred
2023-12-14 21:48:28 : 05.json.bz2 transferred
2023-12-14 21:48:29 : 20.json.bz2 transferred
2023-12-14 21:48:30 : 43.json.bz2 transferred
2023-12-14 21:48:31 : 36.json.bz2 transferred
2023-12-14 21:48:31 : 19.json.bz2 transferred
2023-12-14 21:48:32 : 48.json.bz2 transferred
2023-12-14 21:48:33 : 58.json.bz2 transferred
2023-12-14 21:48:34 : 32.json.bz2 transferred
2023-12-14 21:48:34 : 39.json.bz2 transferred
2023-12-14 21:48:35 : 01.json.bz2 transferred
2023-12-14 21:48:36 : 31.json.bz2 transferred
2023-12-14 21:48:37 : 23.json.bz2 transferred
2023-12-14 21:48:37 : 40.json.bz2 transferred
2023-12-14 21:48:38 : 54.json.bz2 transferred
2023-12-14 21:48:39 : 07.json.bz2 transferred
2023-12-14 21:48:40 : 45.json.bz2 transferred
2023-12-14 21:48:40 : 53.json.bz2 transferred
2023-12-14 21:48:41 : 46.json.bz2 transferred
2023-12-14 21:48:42 : 11.json.bz2 transferred
2023-12-14 21:48:43 : 24.json.bz2 transferred
2023-12-14 21:48:43 : 44.json.bz2 transferred
2023-12-14 21:48:44 : 00.json.bz2 transferred
2023-12-14 21:48:45 : 50.json.bz2 transferred
2023-12-14 21:48:46 : 41.json.bz2 transferred
2023-12-14 21:48:47 : 14.json.bz2 transferred
2023-12-14 21:48:47 : 35.json.bz2 transferred
2023-12-14 21:48:48 : 15.json.bz2 transferred
2023-12-14 21:48:49 : 10.json.bz2 transferred
2023-12-14 21:48:50 : 25.json.bz2 transferred
2023-12-14 21:48:51 : 37.json.bz2 transferred
2023-12-14 21:48:51 : 03.json.bz2 transferred
2023-12-14 21:48:52 : 17.json.bz2 transferred
2023-12-14 21:48:53 : 27.json.bz2 transferred
2023-12-14 21:48:54 : 09.json.bz2 transferred
2023-12-14 21:48:54 : 30.json.bz2 transferred
2023-12-14 21:48:55 : 33.json.bz2 transferred
2023-12-14 21:48:56 : 21.json.bz2 transferred
2023-12-14 21:48:57 : 42.json.bz2 transferred
2023-12-14 21:48:57 : 52.json.bz2 transferred
2023-12-14 21:48:58 : 47.json.bz2 transferred
2023-12-14 21:48:59 : 49.json.bz2 transferred
2023-12-14 21:49:00 : 56.json.bz2 transferred
2023-12-14 21:49:00 : 16.json.bz2 transferred
2023-12-14 21:49:01 : 02.json.bz2 transferred
2023-12-14 21:49:02 : 06.json.bz2 transferred
2023-12-14 21:49:03 : 28.json.bz2 transferred
2023-12-14 21:49:03 : 26.json.bz2 transferred
2023-12-14 21:49:04 : 51.json.bz2 transferred
2023-12-14 21:49:05 : 29.json.bz2 transferred
2023-12-14 21:49:06 : 08.json.bz2 transferred
2023-12-14 21:49:06 : 57.json.bz2 transferred
2023-12-14 21:49:07 : 12.json.bz2 transferred
2023-12-14 21:49:08 : 59.json.bz2 transferred
2023-12-14 21:49:08 : 38.json.bz2 transferred
2023-12-14 21:49:09 : 34.json.bz2 transferred
2023-12-14 21:49:10 : 55.json.bz2 transferred
2023-12-14 21:49:11 : 13.json.bz2 transferred
2023-12-14 21:49:11 : 22.json.bz2 transferred
2023-12-14 21:49:12 : 18.json.bz2 transferred
2023-12-14 21:49:13 : 04.json.bz2 transferred
2023-12-14 21:49:14 : 05.json.bz2 transferred
2023-12-14 21:49:15 : 20.json.bz2 transferred
2023-12-14 21:49:15 : 43.json.bz2 transferred
2023-12-14 21:49:16 : 36.json.bz2 transferred
2023-12-14 21:49:17 : 19.json.bz2 transferred
2023-12-14 21:49:17 : 48.json.bz2 transferred
2023-12-14 21:49:18 : 58.json.bz2 transferred
2023-12-14 21:49:19 : 32.json.bz2 transferred
2023-12-14 21:49:20 : 39.json.bz2 transferred
2023-12-14 21:49:20 : 01.json.bz2 transferred
2023-12-14 21:49:21 : 31.json.bz2 transferred
2023-12-14 21:49:22 : 23.json.bz2 transferred
2023-12-14 21:49:23 : 40.json.bz2 transferred
2023-12-14 21:49:24 : 54.json.bz2 transferred
2023-12-14 21:49:24 : 07.json.bz2 transferred
2023-12-14 21:49:25 : 45.json.bz2 transferred
2023-12-14 21:49:26 : 53.json.bz2 transferred
2023-12-14 21:49:27 : 46.json.bz2 transferred
2023-12-14 21:49:27 : 11.json.bz2 transferred
2023-12-14 21:49:28 : 24.json.bz2 transferred
2023-12-14 21:49:29 : 44.json.bz2 transferred
2023-12-14 21:49:30 : 00.json.bz2 transferred
2023-12-14 21:49:31 : 50.json.bz2 transferred
2023-12-14 21:49:31 : 41.json.bz2 transferred
2023-12-14 21:49:32 : 14.json.bz2 transferred
2023-12-14 21:49:33 : 35.json.bz2 transferred
2023-12-14 21:49:33 : 15.json.bz2 transferred
2023-12-14 21:49:34 : 10.json.bz2 transferred
2023-12-14 21:49:35 : 25.json.bz2 transferred
2023-12-14 21:49:36 : 37.json.bz2 transferred
2023-12-14 21:49:37 : 03.json.bz2 transferred
2023-12-14 21:49:38 : 17.json.bz2 transferred
2023-12-14 21:49:38 : 27.json.bz2 transferred
2023-12-14 21:49:39 : 09.json.bz2 transferred
2023-12-14 21:49:40 : 30.json.bz2 transferred
2023-12-14 21:49:41 : 33.json.bz2 transferred
2023-12-14 21:49:41 : 21.json.bz2 transferred
2023-12-14 21:49:42 : 42.json.bz2 transferred
2023-12-14 21:49:43 : 52.json.bz2 transferred
2023-12-14 21:49:44 : 47.json.bz2 transferred
2023-12-14 21:49:44 : 49.json.bz2 transferred
2023-12-14 21:49:45 : 56.json.bz2 transferred
2023-12-14 21:49:46 : 16.json.bz2 transferred
2023-12-14 21:49:46 : 02.json.bz2 transferred
2023-12-14 21:49:47 : 06.json.bz2 transferred
2023-12-14 21:49:48 : 28.json.bz2 transferred
2023-12-14 21:49:48 : 26.json.bz2 transferred
2023-12-14 21:49:49 : 51.json.bz2 transferred
2023-12-14 21:49:49 : 29.json.bz2 transferred
2023-12-14 21:49:50 : 08.json.bz2 transferred
2023-12-14 21:49:51 : 57.json.bz2 transferred
2023-12-14 21:49:51 : 12.json.bz2 transferred
2023-12-14 21:49:52 : 59.json.bz2 transferred
2023-12-14 21:49:53 : 38.json.bz2 transferred
2023-12-14 21:49:53 : 34.json.bz2 transferred
2023-12-14 21:49:54 : 55.json.bz2 transferred
2023-12-14 21:49:55 : 13.json.bz2 transferred
2023-12-14 21:49:55 : 22.json.bz2 transferred
2023-12-14 21:49:56 : 18.json.bz2 transferred
2023-12-14 21:49:56 : 04.json.bz2 transferred
2023-12-14 21:49:57 : 05.json.bz2 transferred
2023-12-14 21:49:58 : 20.json.bz2 transferred
2023-12-14 21:49:58 : 43.json.bz2 transferred
2023-12-14 21:49:59 : 36.json.bz2 transferred
2023-12-14 21:50:00 : 19.json.bz2 transferred
2023-12-14 21:50:00 : 48.json.bz2 transferred
2023-12-14 21:50:01 : 58.json.bz2 transferred
2023-12-14 21:50:02 : 32.json.bz2 transferred
2023-12-14 21:50:02 : 39.json.bz2 transferred
2023-12-14 21:50:03 : 01.json.bz2 transferred
2023-12-14 21:50:04 : 31.json.bz2 transferred
2023-12-14 21:50:04 : 23.json.bz2 transferred
2023-12-14 21:50:05 : 40.json.bz2 transferred
2023-12-14 21:50:06 : 54.json.bz2 transferred
2023-12-14 21:50:06 : 07.json.bz2 transferred
2023-12-14 21:50:07 : 45.json.bz2 transferred
2023-12-14 21:50:08 : 53.json.bz2 transferred
2023-12-14 21:50:08 : 46.json.bz2 transferred
2023-12-14 21:50:09 : 11.json.bz2 transferred
2023-12-14 21:50:10 : 24.json.bz2 transferred
2023-12-14 21:50:10 : 44.json.bz2 transferred
2023-12-14 21:50:11 : 00.json.bz2 transferred
2023-12-14 21:50:12 : 50.json.bz2 transferred
2023-12-14 21:50:12 : 41.json.bz2 transferred
2023-12-14 21:50:13 : 14.json.bz2 transferred
2023-12-14 21:50:14 : 35.json.bz2 transferred
2023-12-14 21:50:14 : 15.json.bz2 transferred
2023-12-14 21:50:15 : 10.json.bz2 transferred
2023-12-14 21:50:16 : 25.json.bz2 transferred
2023-12-14 21:50:16 : 37.json.bz2 transferred
2023-12-14 21:50:17 : 03.json.bz2 transferred
2023-12-14 21:50:18 : 17.json.bz2 transferred
2023-12-14 21:50:18 : 27.json.bz2 transferred
2023-12-14 21:50:19 : 09.json.bz2 transferred
2023-12-14 21:50:20 : 30.json.bz2 transferred
2023-12-14 21:50:20 : 33.json.bz2 transferred
2023-12-14 21:50:21 : 21.json.bz2 transferred
2023-12-14 21:50:21 : 42.json.bz2 transferred
2023-12-14 21:50:22 : 52.json.bz2 transferred
2023-12-14 21:50:23 : 47.json.bz2 transferred
2023-12-14 21:50:23 : 49.json.bz2 transferred
2023-12-14 21:50:24 : 56.json.bz2 transferred
2023-12-14 21:50:24 : 16.json.bz2 transferred
2023-12-14 21:50:25 : 02.json.bz2 transferred
2023-12-14 21:50:26 : 06.json.bz2 transferred
2023-12-14 21:50:26 : 28.json.bz2 transferred
2023-12-14 21:50:27 : 26.json.bz2 transferred
2023-12-14 21:50:27 : 51.json.bz2 transferred
2023-12-14 21:50:28 : 29.json.bz2 transferred
2023-12-14 21:50:28 : 08.json.bz2 transferred
2023-12-14 21:50:29 : 57.json.bz2 transferred
2023-12-14 21:50:29 : 12.json.bz2 transferred
2023-12-14 21:50:30 : 59.json.bz2 transferred
2023-12-14 21:50:30 : 38.json.bz2 transferred
2023-12-14 21:50:31 : 34.json.bz2 transferred
2023-12-14 21:50:32 : 55.json.bz2 transferred
2023-12-14 21:50:32 : 13.json.bz2 transferred
2023-12-14 21:50:33 : 22.json.bz2 transferred
2023-12-14 21:50:33 : 18.json.bz2 transferred
2023-12-14 21:50:34 : 04.json.bz2 transferred
2023-12-14 21:50:34 : 05.json.bz2 transferred
2023-12-14 21:50:35 : 20.json.bz2 transferred
2023-12-14 21:50:35 : 43.json.bz2 transferred
2023-12-14 21:50:36 : 36.json.bz2 transferred
2023-12-14 21:50:37 : 19.json.bz2 transferred
2023-12-14 21:50:37 : 48.json.bz2 transferred
2023-12-14 21:50:38 : 58.json.bz2 transferred
2023-12-14 21:50:38 : 32.json.bz2 transferred
2023-12-14 21:50:39 : 39.json.bz2 transferred
2023-12-14 21:50:39 : 01.json.bz2 transferred
2023-12-14 21:50:40 : 31.json.bz2 transferred
2023-12-14 21:50:41 : 23.json.bz2 transferred
2023-12-14 21:50:41 : 40.json.bz2 transferred
2023-12-14 21:50:42 : 54.json.bz2 transferred
2023-12-14 21:50:42 : 07.json.bz2 transferred
2023-12-14 21:50:43 : 45.json.bz2 transferred
2023-12-14 21:50:43 : 53.json.bz2 transferred
2023-12-14 21:50:44 : 46.json.bz2 transferred
2023-12-14 21:50:45 : 11.json.bz2 transferred
2023-12-14 21:50:45 : 24.json.bz2 transferred
2023-12-14 21:50:46 : 44.json.bz2 transferred
2023-12-14 21:50:46 : 00.json.bz2 transferred
2023-12-14 21:50:47 : 50.json.bz2 transferred
2023-12-14 21:50:47 : 41.json.bz2 transferred
2023-12-14 21:50:48 : 14.json.bz2 transferred
2023-12-14 21:50:48 : 35.json.bz2 transferred
2023-12-14 21:50:49 : 15.json.bz2 transferred
2023-12-14 21:50:50 : 10.json.bz2 transferred
2023-12-14 21:50:50 : 25.json.bz2 transferred
2023-12-14 21:50:51 : 37.json.bz2 transferred
2023-12-14 21:50:51 : 03.json.bz2 transferred
2023-12-14 21:50:52 : 17.json.bz2 transferred
2023-12-14 21:50:52 : 27.json.bz2 transferred
2023-12-14 21:50:53 : 09.json.bz2 transferred
2023-12-14 21:50:54 : 30.json.bz2 transferred
2023-12-14 21:50:54 : 33.json.bz2 transferred
2023-12-14 21:50:55 : 21.json.bz2 transferred
2023-12-14 21:50:55 : 42.json.bz2 transferred
2023-12-14 21:50:56 : 52.json.bz2 transferred
2023-12-14 21:50:57 : 47.json.bz2 transferred
2023-12-14 21:50:57 : 49.json.bz2 transferred
2023-12-14 21:50:58 : 56.json.bz2 transferred
2023-12-14 21:50:58 : 16.json.bz2 transferred
2023-12-14 21:50:59 : 02.json.bz2 transferred
2023-12-14 21:51:00 : 06.json.bz2 transferred
2023-12-14 21:51:00 : 28.json.bz2 transferred
2023-12-14 21:51:01 : 26.json.bz2 transferred
2023-12-14 21:51:01 : 51.json.bz2 transferred
2023-12-14 21:51:02 : 29.json.bz2 transferred
2023-12-14 21:51:03 : 08.json.bz2 transferred
2023-12-14 21:51:03 : 12.json.bz2 transferred
2023-12-14 21:51:04 : 38.json.bz2 transferred
2023-12-14 21:51:04 : 34.json.bz2 transferred
2023-12-14 21:51:05 : 55.json.bz2 transferred
2023-12-14 21:51:06 : 13.json.bz2 transferred
2023-12-14 21:51:06 : 22.json.bz2 transferred
2023-12-14 21:51:07 : 18.json.bz2 transferred
2023-12-14 21:51:08 : 04.json.bz2 transferred
2023-12-14 21:51:08 : 05.json.bz2 transferred
2023-12-14 21:51:09 : 20.json.bz2 transferred
2023-12-14 21:51:09 : 43.json.bz2 transferred
2023-12-14 21:51:10 : 36.json.bz2 transferred
2023-12-14 21:51:11 : 19.json.bz2 transferred
2023-12-14 21:51:11 : 48.json.bz2 transferred
2023-12-14 21:51:12 : 32.json.bz2 transferred
2023-12-14 21:51:12 : 39.json.bz2 transferred
2023-12-14 21:51:13 : 01.json.bz2 transferred
2023-12-14 21:51:14 : 31.json.bz2 transferred
2023-12-14 21:51:14 : 23.json.bz2 transferred
2023-12-14 21:51:15 : 40.json.bz2 transferred
2023-12-14 21:51:16 : 54.json.bz2 transferred
2023-12-14 21:51:16 : 07.json.bz2 transferred
2023-12-14 21:51:17 : 45.json.bz2 transferred
2023-12-14 21:51:17 : 53.json.bz2 transferred
2023-12-14 21:51:18 : 46.json.bz2 transferred
2023-12-14 21:51:19 : 11.json.bz2 transferred
2023-12-14 21:51:19 : 24.json.bz2 transferred
2023-12-14 21:51:20 : 44.json.bz2 transferred
2023-12-14 21:51:21 : 00.json.bz2 transferred
2023-12-14 21:51:21 : 50.json.bz2 transferred
2023-12-14 21:51:22 : 41.json.bz2 transferred
2023-12-14 21:51:23 : 14.json.bz2 transferred
2023-12-14 21:51:23 : 35.json.bz2 transferred
2023-12-14 21:51:24 : 15.json.bz2 transferred
2023-12-14 21:51:25 : 10.json.bz2 transferred
2023-12-14 21:51:25 : 25.json.bz2 transferred
2023-12-14 21:51:26 : 37.json.bz2 transferred
2023-12-14 21:51:26 : 03.json.bz2 transferred
2023-12-14 21:51:27 : 17.json.bz2 transferred
2023-12-14 21:51:28 : 27.json.bz2 transferred
2023-12-14 21:51:28 : 09.json.bz2 transferred
2023-12-14 21:51:29 : 30.json.bz2 transferred
2023-12-14 21:51:30 : 33.json.bz2 transferred
2023-12-14 21:51:30 : 21.json.bz2 transferred
2023-12-14 21:51:31 : 42.json.bz2 transferred
2023-12-14 21:51:31 : 52.json.bz2 transferred
2023-12-14 21:51:32 : 47.json.bz2 transferred
2023-12-14 21:51:33 : 49.json.bz2 transferred
2023-12-14 21:51:33 : 56.json.bz2 transferred
2023-12-14 21:51:34 : 16.json.bz2 transferred
2023-12-14 21:51:34 : 02.json.bz2 transferred
2023-12-14 21:51:35 : 06.json.bz2 transferred
2023-12-14 21:51:36 : 28.json.bz2 transferred
2023-12-14 21:51:36 : 26.json.bz2 transferred
2023-12-14 21:51:37 : 51.json.bz2 transferred
2023-12-14 21:51:38 : 29.json.bz2 transferred
2023-12-14 21:51:38 : 08.json.bz2 transferred
2023-12-14 21:51:39 : 57.json.bz2 transferred
2023-12-14 21:51:39 : 12.json.bz2 transferred
2023-12-14 21:51:40 : 59.json.bz2 transferred
2023-12-14 21:51:41 : 38.json.bz2 transferred
2023-12-14 21:51:41 : 34.json.bz2 transferred
2023-12-14 21:51:42 : 55.json.bz2 transferred
2023-12-14 21:51:46 : 13.json.bz2 transferred
2023-12-14 21:51:47 : 22.json.bz2 transferred
2023-12-14 21:51:48 : 18.json.bz2 transferred
2023-12-14 21:51:48 : 04.json.bz2 transferred
2023-12-14 21:51:49 : 05.json.bz2 transferred
2023-12-14 21:51:49 : 20.json.bz2 transferred
2023-12-14 21:51:50 : 43.json.bz2 transferred
2023-12-14 21:51:51 : 36.json.bz2 transferred
2023-12-14 21:51:51 : 19.json.bz2 transferred
2023-12-14 21:51:52 : 48.json.bz2 transferred
2023-12-14 21:51:53 : 58.json.bz2 transferred
2023-12-14 21:51:53 : 32.json.bz2 transferred
2023-12-14 21:51:54 : 39.json.bz2 transferred
2023-12-14 21:51:54 : 01.json.bz2 transferred
2023-12-14 21:51:55 : 31.json.bz2 transferred
2023-12-14 21:51:56 : 23.json.bz2 transferred
2023-12-14 21:51:56 : 40.json.bz2 transferred
2023-12-14 21:51:57 : 54.json.bz2 transferred
2023-12-14 21:51:58 : 07.json.bz2 transferred
2023-12-14 21:51:58 : 45.json.bz2 transferred
2023-12-14 21:51:59 : 53.json.bz2 transferred
2023-12-14 21:52:00 : 46.json.bz2 transferred
2023-12-14 21:52:00 : 11.json.bz2 transferred
2023-12-14 21:52:01 : 24.json.bz2 transferred
2023-12-14 21:52:01 : 44.json.bz2 transferred
2023-12-14 21:52:02 : 00.json.bz2 transferred
2023-12-14 21:52:03 : 50.json.bz2 transferred
2023-12-14 21:52:03 : 41.json.bz2 transferred
2023-12-14 21:52:04 : 14.json.bz2 transferred
2023-12-14 21:52:05 : 35.json.bz2 transferred
2023-12-14 21:52:05 : 15.json.bz2 transferred
2023-12-14 21:52:06 : 10.json.bz2 transferred
2023-12-14 21:52:06 : 25.json.bz2 transferred
2023-12-14 21:52:07 : 37.json.bz2 transferred
2023-12-14 21:52:08 : 03.json.bz2 transferred
2023-12-14 21:52:08 : 17.json.bz2 transferred
2023-12-14 21:52:09 : 27.json.bz2 transferred
2023-12-14 21:52:10 : 09.json.bz2 transferred
2023-12-14 21:52:10 : 30.json.bz2 transferred
2023-12-14 21:52:11 : 33.json.bz2 transferred
2023-12-14 21:52:12 : 21.json.bz2 transferred
2023-12-14 21:52:12 : 42.json.bz2 transferred
2023-12-14 21:52:13 : 52.json.bz2 transferred
2023-12-14 21:52:13 : 47.json.bz2 transferred
2023-12-14 21:52:14 : 49.json.bz2 transferred
2023-12-14 21:52:15 : 56.json.bz2 transferred
2023-12-14 21:52:16 : 16.json.bz2 transferred
2023-12-14 21:52:17 : 02.json.bz2 transferred
