Output directory successfully created.
Output directory successfully created.
2023-12-14 21:48:22 : 25.json.bz2 transferred
2023-12-14 21:48:23 : 37.json.bz2 transferred
2023-12-14 21:48:24 : 03.json.bz2 transferred
2023-12-14 21:48:25 : 17.json.bz2 transferred
2023-12-14 21:48:26 : 27.json.bz2 transferred
2023-12-14 21:48:27 : 09.json.bz2 transferred
2023-12-14 21:48:27 : 30.json.bz2 transferred
2023-12-14 21:48:28 : 33.json.bz2 transferred
2023-12-14 21:48:29 : 21.json.bz2 transferred
2023-12-14 21:48:30 : 42.json.bz2 transferred
2023-12-14 21:48:31 : 52.json.bz2 transferred
2023-12-14 21:48:31 : 47.json.bz2 transferred
2023-12-14 21:48:32 : 49.json.bz2 transferred
2023-12-14 21:48:33 : 56.json.bz2 transferred
2023-12-14 21:48:34 : 16.json.bz2 transferred
2023-12-14 21:48:34 : 02.json.bz2 transferred
2023-12-14 21:48:35 : 06.json.bz2 transferred
2023-12-14 21:48:36 : 28.json.bz2 transferred
2023-12-14 21:48:37 : 26.json.bz2 transferred
2023-12-14 21:48:37 : 51.json.bz2 transferred
2023-12-14 21:48:38 : 29.json.bz2 transferred
2023-12-14 21:48:39 : 08.json.bz2 transferred
2023-12-14 21:48:40 : 57.json.bz2 transferred
2023-12-14 21:48:40 : 12.json.bz2 transferred
2023-12-14 21:48:41 : 59.json.bz2 transferred
2023-12-14 21:48:42 : 38.json.bz2 transferred
2023-12-14 21:48:43 : 34.json.bz2 transferred
2023-12-14 21:48:44 : 55.json.bz2 transferred
2023-12-14 21:48:44 : 13.json.bz2 transferred
2023-12-14 21:48:45 : 22.json.bz2 transferred
2023-12-14 21:48:46 : 18.json.bz2 transferred
2023-12-14 21:48:47 : 04.json.bz2 transferred
2023-12-14 21:48:47 : 05.json.bz2 transferred
2023-12-14 21:48:48 : 20.json.bz2 transferred
2023-12-14 21:48:49 : 43.json.bz2 transferred
2023-12-14 21:48:50 : 36.json.bz2 transferred
2023-12-14 21:48:50 : 19.json.bz2 transferred
2023-12-14 21:48:51 : 48.json.bz2 transferred
2023-12-14 21:48:52 : 58.json.bz2 transferred
2023-12-14 21:48:53 : 32.json.bz2 transferred
2023-12-14 21:48:53 : 39.json.bz2 transferred
2023-12-14 21:48:54 : 01.json.bz2 transferred
2023-12-14 21:48:55 : 31.json.bz2 transferred
2023-12-14 21:48:56 : 23.json.bz2 transferred
2023-12-14 21:48:56 : 40.json.bz2 transferred
2023-12-14 21:48:58 : 54.json.bz2 transferred
2023-12-14 21:48:58 : 07.json.bz2 transferred
2023-12-14 21:48:59 : 45.json.bz2 transferred
2023-12-14 21:49:00 : 53.json.bz2 transferred
2023-12-14 21:49:01 : 46.json.bz2 transferred
2023-12-14 21:49:01 : 11.json.bz2 transferred
2023-12-14 21:49:02 : 24.json.bz2 transferred
2023-12-14 21:49:03 : 44.json.bz2 transferred
2023-12-14 21:49:04 : 00.json.bz2 transferred
2023-12-14 21:49:04 : 50.json.bz2 transferred
2023-12-14 21:49:05 : 41.json.bz2 transferred
2023-12-14 21:49:06 : 14.json.bz2 transferred
2023-12-14 21:49:07 : 35.json.bz2 transferred
2023-12-14 21:49:07 : 15.json.bz2 transferred
2023-12-14 21:49:08 : 10.json.bz2 transferred
2023-12-14 21:49:09 : 25.json.bz2 transferred
2023-12-14 21:49:09 : 37.json.bz2 transferred
2023-12-14 21:49:10 : 03.json.bz2 transferred
2023-12-14 21:49:11 : 17.json.bz2 transferred
2023-12-14 21:49:12 : 27.json.bz2 transferred
2023-12-14 21:49:12 : 09.json.bz2 transferred
2023-12-14 21:49:13 : 30.json.bz2 transferred
2023-12-14 21:49:14 : 33.json.bz2 transferred
2023-12-14 21:49:15 : 21.json.bz2 transferred
2023-12-14 21:49:16 : 42.json.bz2 transferred
2023-12-14 21:49:16 : 52.json.bz2 transferred
2023-12-14 21:49:17 : 47.json.bz2 transferred
2023-12-14 21:49:18 : 49.json.bz2 transferred
2023-12-14 21:49:18 : 56.json.bz2 transferred
2023-12-14 21:49:19 : 16.json.bz2 transferred
2023-12-14 21:49:19 : 02.json.bz2 transferred
2023-12-14 21:49:20 : 06.json.bz2 transferred
2023-12-14 21:49:21 : 28.json.bz2 transferred
2023-12-14 21:49:21 : 26.json.bz2 transferred
2023-12-14 21:49:22 : 51.json.bz2 transferred
2023-12-14 21:49:23 : 29.json.bz2 transferred
2023-12-14 21:49:23 : 08.json.bz2 transferred
2023-12-14 21:49:24 : 57.json.bz2 transferred
2023-12-14 21:49:25 : 12.json.bz2 transferred
2023-12-14 21:49:25 : 59.json.bz2 transferred
2023-12-14 21:49:26 : 38.json.bz2 transferred
2023-12-14 21:49:27 : 34.json.bz2 transferred
2023-12-14 21:49:27 : 55.json.bz2 transferred
2023-12-14 21:49:28 : 13.json.bz2 transferred
2023-12-14 21:49:28 : 22.json.bz2 transferred
2023-12-14 21:49:29 : 18.json.bz2 transferred
2023-12-14 21:49:30 : 04.json.bz2 transferred
2023-12-14 21:49:30 : 05.json.bz2 transferred
2023-12-14 21:49:31 : 20.json.bz2 transferred
2023-12-14 21:49:32 : 43.json.bz2 transferred
2023-12-14 21:49:32 : 36.json.bz2 transferred
2023-12-14 21:49:33 : 19.json.bz2 transferred
2023-12-14 21:49:34 : 48.json.bz2 transferred
2023-12-14 21:49:34 : 58.json.bz2 transferred
2023-12-14 21:49:35 : 32.json.bz2 transferred
2023-12-14 21:49:36 : 39.json.bz2 transferred
2023-12-14 21:49:36 : 01.json.bz2 transferred
2023-12-14 21:49:37 : 31.json.bz2 transferred
2023-12-14 21:49:37 : 23.json.bz2 transferred
2023-12-14 21:49:38 : 40.json.bz2 transferred
2023-12-14 21:49:39 : 54.json.bz2 transferred
2023-12-14 21:49:39 : 07.json.bz2 transferred
2023-12-14 21:49:40 : 45.json.bz2 transferred
2023-12-14 21:49:40 : 53.json.bz2 transferred
2023-12-14 21:49:41 : 46.json.bz2 transferred
2023-12-14 21:49:41 : 11.json.bz2 transferred
2023-12-14 21:49:42 : 24.json.bz2 transferred
2023-12-14 21:49:43 : 44.json.bz2 transferred
2023-12-14 21:49:43 : 00.json.bz2 transferred
2023-12-14 21:49:44 : 50.json.bz2 transferred
2023-12-14 21:49:44 : 41.json.bz2 transferred
2023-12-14 21:49:45 : 14.json.bz2 transferred
2023-12-14 21:49:46 : 35.json.bz2 transferred
2023-12-14 21:49:47 : 15.json.bz2 transferred
2023-12-14 21:49:47 : 10.json.bz2 transferred
2023-12-14 21:49:48 : 25.json.bz2 transferred
2023-12-14 21:49:48 : 37.json.bz2 transferred
2023-12-14 21:49:49 : 03.json.bz2 transferred
2023-12-14 21:49:49 : 17.json.bz2 transferred
2023-12-14 21:49:50 : 27.json.bz2 transferred
2023-12-14 21:49:51 : 09.json.bz2 transferred
2023-12-14 21:49:51 : 30.json.bz2 transferred
2023-12-14 21:49:52 : 33.json.bz2 transferred
2023-12-14 21:49:52 : 21.json.bz2 transferred
2023-12-14 21:49:53 : 42.json.bz2 transferred
2023-12-14 21:49:54 : 52.json.bz2 transferred
2023-12-14 21:49:54 : 47.json.bz2 transferred
2023-12-14 21:49:55 : 49.json.bz2 transferred
2023-12-14 21:49:55 : 56.json.bz2 transferred
2023-12-14 21:49:56 : 16.json.bz2 transferred
2023-12-14 21:49:56 : 02.json.bz2 transferred
2023-12-14 21:49:57 : 06.json.bz2 transferred
2023-12-14 21:49:58 : 28.json.bz2 transferred
2023-12-14 21:49:58 : 26.json.bz2 transferred
2023-12-14 21:49:59 : 51.json.bz2 transferred
2023-12-14 21:49:59 : 29.json.bz2 transferred
2023-12-14 21:50:00 : 08.json.bz2 transferred
2023-12-14 21:50:01 : 57.json.bz2 transferred
2023-12-14 21:50:01 : 12.json.bz2 transferred
2023-12-14 21:50:02 : 59.json.bz2 transferred
2023-12-14 21:50:03 : 38.json.bz2 transferred
2023-12-14 21:50:03 : 34.json.bz2 transferred
2023-12-14 21:50:04 : 55.json.bz2 transferred
2023-12-14 21:50:05 : 13.json.bz2 transferred
2023-12-14 21:50:05 : 22.json.bz2 transferred
2023-12-14 21:50:06 : 18.json.bz2 transferred
2023-12-14 21:50:06 : 04.json.bz2 transferred
2023-12-14 21:50:07 : 05.json.bz2 transferred
2023-12-14 21:50:08 : 20.json.bz2 transferred
2023-12-14 21:50:08 : 43.json.bz2 transferred
2023-12-14 21:50:09 : 36.json.bz2 transferred
2023-12-14 21:50:09 : 19.json.bz2 transferred
2023-12-14 21:50:10 : 48.json.bz2 transferred
2023-12-14 21:50:11 : 58.json.bz2 transferred
2023-12-14 21:50:11 : 32.json.bz2 transferred
2023-12-14 21:50:12 : 39.json.bz2 transferred
2023-12-14 21:50:12 : 01.json.bz2 transferred
2023-12-14 21:50:13 : 31.json.bz2 transferred
2023-12-14 21:50:14 : 23.json.bz2 transferred
2023-12-14 21:50:14 : 40.json.bz2 transferred
2023-12-14 21:50:15 : 54.json.bz2 transferred
2023-12-14 21:50:15 : 07.json.bz2 transferred
2023-12-14 21:50:16 : 45.json.bz2 transferred
2023-12-14 21:50:17 : 53.json.bz2 transferred
2023-12-14 21:50:17 : 46.json.bz2 transferred
2023-12-14 21:50:19 : 11.json.bz2 transferred
2023-12-14 21:50:20 : 24.json.bz2 transferred
2023-12-14 21:50:21 : 44.json.bz2 transferred
2023-12-14 21:50:22 : 00.json.bz2 transferred
2023-12-14 21:50:22 : 50.json.bz2 transferred
2023-12-14 21:50:23 : 41.json.bz2 transferred
2023-12-14 21:50:23 : 14.json.bz2 transferred
2023-12-14 21:50:24 : 35.json.bz2 transferred
2023-12-14 21:50:25 : 15.json.bz2 transferred
2023-12-14 21:50:25 : 10.json.bz2 transferred
2023-12-14 21:50:26 : 25.json.bz2 transferred
2023-12-14 21:50:26 : 37.json.bz2 transferred
2023-12-14 21:50:27 : 03.json.bz2 transferred
2023-12-14 21:50:27 : 17.json.bz2 transferred
2023-12-14 21:50:28 : 27.json.bz2 transferred
2023-12-14 21:50:29 : 09.json.bz2 transferred
2023-12-14 21:50:29 : 30.json.bz2 transferred
2023-12-14 21:50:30 : 33.json.bz2 transferred
2023-12-14 21:50:31 : 21.json.bz2 transferred
2023-12-14 21:50:31 : 42.json.bz2 transferred
2023-12-14 21:50:32 : 52.json.bz2 transferred
2023-12-14 21:50:32 : 47.json.bz2 transferred
2023-12-14 21:50:33 : 49.json.bz2 transferred
2023-12-14 21:50:33 : 56.json.bz2 transferred
2023-12-14 21:50:34 : 16.json.bz2 transferred
2023-12-14 21:50:34 : 02.json.bz2 transferred
2023-12-14 21:50:35 : 06.json.bz2 transferred
2023-12-14 21:50:36 : 28.json.bz2 transferred
2023-12-14 21:50:36 : 26.json.bz2 transferred
2023-12-14 21:50:37 : 51.json.bz2 transferred
2023-12-14 21:50:37 : 29.json.bz2 transferred
2023-12-14 21:50:38 : 08.json.bz2 transferred
2023-12-14 21:50:38 : 57.json.bz2 transferred
2023-12-14 21:50:39 : 12.json.bz2 transferred
2023-12-14 21:50:39 : 59.json.bz2 transferred
2023-12-14 21:50:40 : 38.json.bz2 transferred
2023-12-14 21:50:40 : 34.json.bz2 transferred
2023-12-14 21:50:41 : 55.json.bz2 transferred
2023-12-14 21:50:41 : 13.json.bz2 transferred
2023-12-14 21:50:42 : 22.json.bz2 transferred
2023-12-14 21:50:43 : 18.json.bz2 transferred
2023-12-14 21:50:43 : 04.json.bz2 transferred
2023-12-14 21:50:44 : 05.json.bz2 transferred
2023-12-14 21:50:44 : 20.json.bz2 transferred
2023-12-14 21:50:45 : 43.json.bz2 transferred
2023-12-14 21:50:45 : 36.json.bz2 transferred
2023-12-14 21:50:46 : 19.json.bz2 transferred
2023-12-14 21:50:46 : 48.json.bz2 transferred
2023-12-14 21:50:47 : 58.json.bz2 transferred
2023-12-14 21:50:47 : 32.json.bz2 transferred
2023-12-14 21:50:48 : 39.json.bz2 transferred
2023-12-14 21:50:48 : 01.json.bz2 transferred
2023-12-14 21:50:49 : 31.json.bz2 transferred
2023-12-14 21:50:49 : 23.json.bz2 transferred
2023-12-14 21:50:50 : 40.json.bz2 transferred
2023-12-14 21:50:50 : 54.json.bz2 transferred
2023-12-14 21:50:51 : 07.json.bz2 transferred
2023-12-14 21:50:51 : 45.json.bz2 transferred
2023-12-14 21:50:52 : 53.json.bz2 transferred
2023-12-14 21:50:52 : 46.json.bz2 transferred
2023-12-14 21:50:53 : 11.json.bz2 transferred
2023-12-14 21:50:54 : 24.json.bz2 transferred
2023-12-14 21:50:54 : 44.json.bz2 transferred
2023-12-14 21:50:55 : 00.json.bz2 transferred
2023-12-14 21:50:55 : 50.json.bz2 transferred
2023-12-14 21:50:56 : 41.json.bz2 transferred
2023-12-14 21:50:56 : 14.json.bz2 transferred
2023-12-14 21:50:57 : 35.json.bz2 transferred
2023-12-14 21:50:57 : 15.json.bz2 transferred
2023-12-14 21:50:58 : 10.json.bz2 transferred
2023-12-14 21:50:59 : 25.json.bz2 transferred
2023-12-14 21:50:59 : 37.json.bz2 transferred
2023-12-14 21:51:00 : 03.json.bz2 transferred
2023-12-14 21:51:00 : 17.json.bz2 transferred
2023-12-14 21:51:01 : 27.json.bz2 transferred
2023-12-14 21:51:01 : 09.json.bz2 transferred
2023-12-14 21:51:02 : 30.json.bz2 transferred
2023-12-14 21:51:02 : 33.json.bz2 transferred
2023-12-14 21:51:03 : 21.json.bz2 transferred
2023-12-14 21:51:03 : 42.json.bz2 transferred
2023-12-14 21:51:04 : 52.json.bz2 transferred
2023-12-14 21:51:04 : 47.json.bz2 transferred
2023-12-14 21:51:05 : 49.json.bz2 transferred
2023-12-14 21:51:06 : 56.json.bz2 transferred
2023-12-14 21:51:06 : 16.json.bz2 transferred
2023-12-14 21:51:07 : 02.json.bz2 transferred
2023-12-14 21:51:07 : 06.json.bz2 transferred
2023-12-14 21:51:08 : 28.json.bz2 transferred
2023-12-14 21:51:09 : 26.json.bz2 transferred
2023-12-14 21:51:09 : 51.json.bz2 transferred
2023-12-14 21:51:10 : 29.json.bz2 transferred
2023-12-14 21:51:11 : 08.json.bz2 transferred
2023-12-14 21:51:11 : 57.json.bz2 transferred
2023-12-14 21:51:12 : 12.json.bz2 transferred
2023-12-14 21:51:12 : 59.json.bz2 transferred
2023-12-14 21:51:13 : 38.json.bz2 transferred
2023-12-14 21:51:14 : 34.json.bz2 transferred
2023-12-14 21:51:14 : 55.json.bz2 transferred
2023-12-14 21:51:15 : 13.json.bz2 transferred
2023-12-14 21:51:16 : 22.json.bz2 transferred
2023-12-14 21:51:16 : 18.json.bz2 transferred
2023-12-14 21:51:17 : 04.json.bz2 transferred
2023-12-14 21:51:17 : 05.json.bz2 transferred
2023-12-14 21:51:18 : 20.json.bz2 transferred
2023-12-14 21:51:19 : 43.json.bz2 transferred
2023-12-14 21:51:19 : 36.json.bz2 transferred
2023-12-14 21:51:20 : 19.json.bz2 transferred
2023-12-14 21:51:21 : 48.json.bz2 transferred
2023-12-14 21:51:21 : 58.json.bz2 transferred
2023-12-14 21:51:22 : 32.json.bz2 transferred
2023-12-14 21:51:22 : 39.json.bz2 transferred
2023-12-14 21:51:23 : 01.json.bz2 transferred
2023-12-14 21:51:24 : 31.json.bz2 transferred
2023-12-14 21:51:24 : 23.json.bz2 transferred
2023-12-14 21:51:25 : 40.json.bz2 transferred
2023-12-14 21:51:25 : 54.json.bz2 transferred
2023-12-14 21:51:26 : 07.json.bz2 transferred
2023-12-14 21:51:27 : 45.json.bz2 transferred
2023-12-14 21:51:27 : 53.json.bz2 transferred
2023-12-14 21:51:28 : 46.json.bz2 transferred
2023-12-14 21:51:29 : 11.json.bz2 transferred
2023-12-14 21:51:29 : 24.json.bz2 transferred
2023-12-14 21:51:30 : 44.json.bz2 transferred
2023-12-14 21:51:30 : 00.json.bz2 transferred
2023-12-14 21:51:31 : 50.json.bz2 transferred
2023-12-14 21:51:32 : 41.json.bz2 transferred
2023-12-14 21:51:32 : 14.json.bz2 transferred
2023-12-14 21:51:33 : 35.json.bz2 transferred
2023-12-14 21:51:33 : 15.json.bz2 transferred
2023-12-14 21:51:34 : 10.json.bz2 transferred
2023-12-14 21:51:35 : 25.json.bz2 transferred
2023-12-14 21:51:35 : 37.json.bz2 transferred
2023-12-14 21:51:36 : 03.json.bz2 transferred
2023-12-14 21:51:37 : 17.json.bz2 transferred
2023-12-14 21:51:37 : 27.json.bz2 transferred
2023-12-14 21:51:38 : 09.json.bz2 transferred
2023-12-14 21:51:39 : 30.json.bz2 transferred
2023-12-14 21:51:39 : 33.json.bz2 transferred
2023-12-14 21:51:40 : 21.json.bz2 transferred
2023-12-14 21:51:40 : 42.json.bz2 transferred
2023-12-14 21:51:41 : 52.json.bz2 transferred
2023-12-14 21:51:42 : 47.json.bz2 transferred
2023-12-14 21:51:42 : 49.json.bz2 transferred
